"","servidor","DataCenter","tipo","Powerstate","fv","capacidad_total","capacidad_usada","capacidad_asignada"
"284","cpbusprombbe04","CPN","PRODUCCION","poweredOff","virtual",77,54.95875,22.04125
"285","cpbusprombfe01","CPN","PRODUCCION","poweredOn","virtual",92,13.4458,78.5542
"286","cpbusprombfe01_clone_tkt5838233","CPN","PRODUCCION","poweredOff","virtual",92,13.4458,78.5542
"287","cpbusprombfe02","CPN","PRODUCCION","poweredOn","virtual",92,7.5946,84.4054
"288","cpbusprombfe03","CPN","PRODUCCION","poweredOff","virtual",97,69.23375,27.76625
"289","cpbusprombfe04","CPN","PRODUCCION","poweredOff","virtual",72,51.39,20.61
"290","cpbuspromqgw01","CPN","PRODUCCION","poweredOn","virtual",92,7.5946,84.4054
"291","cpbuspromqgw02","CPN","PRODUCCION","poweredOn","virtual",92,13.4458,78.5542
"292","cpbuspromqgw03","CPN","PRODUCCION","poweredOff","virtual",97,12.08135,84.91865
"293","cpbuspromqgw04","CPN","PRODUCCION","poweredOff","virtual",77,9.59035,67.40965
"294","cpbusproorcl01","CPN","PRODUCCION","poweredOn","virtual",538,108.6491,429.3509
"295","cpbusproorcl02","CPN","PRODUCCION","poweredOn","virtual",538,64.9718,473.0282
"296","cpbusuatihsx01","CPN","UAT","poweredOn","virtual",52,17.4538,34.5462
"297","cpbusuatihsx02","CPN","UAT","poweredOn","virtual",52,21.3148,30.6852
"298","cpbusuatmbbe01","CPN","UAT","poweredOn","virtual",112,27.0144,84.9856
"299","cpbusuatmbbe02","CPN","UAT","poweredOn","virtual",112,13.54609375,98.45390625
"300","cpbusuatmbfe01","CPN","UAT","poweredOn","virtual",112,22.484,89.516
"301","cpbusuatmbfe02","CPN","UAT","poweredOn","virtual",112,13.54609375,98.45390625
"302","cpbusuatmqgw01","CPN","UAT","poweredOn","virtual",112,21.9604,90.0396
"303","cpbusuatmqgw02","CPN","UAT","poweredOn","virtual",112,21.9604,90.0396
"304","cpbusuatorcl01","CPN","UAT","poweredOn","virtual",538,65.27978515625,472.72021484375
"305","cpbusuatorcl02","CPN","UAT","poweredOn","virtual",538,47.2371359375,490.7628640625
"306","cpcdcpronfw01","CPN","PRODUCCION","poweredOn","virtual",164,67.42578125,96.57421875
"307","cpcdcpronfw02","CPN","PRODUCCION","poweredOn","virtual",164,34.3088,129.6912
"308","cpcdcpronfw03","CPN","PRODUCCION","poweredOn","virtual",164,10.1598,153.8402
"309","cpcdcpronfw04","CPN","PRODUCCION","poweredOn","virtual",164,40.8114,123.1886
"310","cpcenprocedb01","CPN","PRODUCCION","poweredOn","virtual",546,76.9587,469.0413
"311","cpcenprowebx01","CPN","PRODUCCION","poweredOn","virtual",346,27.8876,318.1124
"312","cpcetprocohc01","CPN","PRODUCCION","poweredOn","virtual",343,232.29675,110.70325
"313","cpcetprocohc02","CPN","PRODUCCION","poweredOn","virtual",343,139.4981,203.5019
"314","cpcetproohsc01","CPN","PRODUCCION","poweredOn","virtual",85,63.58425,21.41575
"315","cpcetproohsc02","CPN","PRODUCCION","poweredOn","virtual",85,63.58425,21.41575
"316","cpcetprowebc01","CPN","PRODUCCION","poweredOn","virtual",343,256.58115,86.41885
"317","cpcetprowebc02","CPN","PRODUCCION","poweredOn","virtual",343,232.29675,110.70325
"318","cpcetprowebc03","CPN","PRODUCCION","poweredOn","virtual",343,256.58115,86.41885
"319","cpcetprowebs01","CPN","PRODUCCION","poweredOn","virtual",343,256.58115,86.41885
"320","cpcetprowebs02","CPN","PRODUCCION","poweredOn","virtual",343,246.11965,96.88035
"321","cpcetprowebs03","CPN","PRODUCCION","poweredOn","virtual",343,192.8003,150.1997
"322","cpcetprowebs04","CPN","PRODUCCION","poweredOn","virtual",343,232.29675,110.70325
"323","cpcetprowebs05","CPN","PRODUCCION","poweredOn","virtual",193,77.57635,115.42365
"324","cpcoaprowebl01","CPN","PRODUCCION","poweredOn","virtual",313,300.1044,12.8956
"325","cpcoaprowebl02","CPN","PRODUCCION","poweredOn","virtual",313,300.1044,12.8956
"326","cpcoaprowebl03","CPN","PRODUCCION","poweredOn","virtual",313,300.1044,12.8956
"327","cpcoaprowebl04","CPN","PRODUCCION","poweredOn","virtual",313,300.1044,12.8956
"328","cpconpronetf01","CPN","PRODUCCION","poweredOn","virtual",124,26.6786,97.3214
"329","cpconpronetf02","CPN","PRODUCCION","poweredOn","virtual",124,26.6786,97.3214
"330","cpcscprocaph01","CPN","PRODUCCION","poweredOn","virtual",312,11.8248,300.1752
"331","cpdenprodenu01","CPN","PRODUCCION","poweredOn","virtual",3870.7998046875,6.12085545921326,3864.67894922829
"332","cpdicdevansx01","CPN","DESARROLLO","poweredOff","virtual",64,5.6125,58.3875
"333","cpdicdevbiax01","CPN","DESARROLLO","poweredOff","virtual",128,16.5184,111.4816
"334","cpdicdevbiax02","CPN","DESARROLLO","poweredOff","virtual",128,16.5184,111.4816
"335","cpdicdevbizx01","CPN","DESARROLLO","poweredOff","virtual",64,11.709375,52.290625
"336","cpdicdevbizx02","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"337","cpdicdeviisc03","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"338","cpdicdeviisc04","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"339","cpdicdeviise01","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"340","cpdicdeviise02","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"341","cpdicdevinsx01","CPN","DESARROLLO","poweredOff","virtual",128,3.5136,124.4864
"342","cpdicdevmsql01","CPN","DESARROLLO","poweredOn","virtual",128,16.5184,111.4816
"343","cpdicdevmsql02","CPN","DESARROLLO","poweredOff","virtual",64,1.7568,62.2432
"344","cpdicdevmsql03","CPN","DESARROLLO","poweredOff","virtual",64,8.2592,55.7408
"345","cpdicdevmsql04","CPN","DESARROLLO","poweredOff","virtual",64,8.2592,55.7408
"346","cpdicdevnetx01","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"347","cpdicdevnetx02","CPN","DESARROLLO","poweredOn","virtual",64,11.709375,52.290625
"348","cpdicdevshrp01","CPN","DESARROLLO","poweredOff","virtual",128,16.5184,111.4816
"349","cpdicdevtfsx01","CPN","DESARROLLO","poweredOn","virtual",128,43.430975,84.569025
"350","cpdwhuattrlx01","CPN","UAT","poweredOn","virtual",164,108.153515625,55.846484375
"351","cpdypproorcl01","CPN","PRODUCCION","poweredOn","virtual",2242,228.00615,2013.99385
"352","cpdypproorcl02","CPN","PRODUCCION","poweredOn","virtual",2242,232.60455,2009.39545
"353","cpeadproiisx01","CPN","PRODUCCION","poweredOn","virtual",288,76.4352,211.5648
"354","cpeadproiisx02","CPN","PRODUCCION","poweredOn","virtual",288,31.4352,256.5648
"355","cpeadpromsql01","CPN","PRODUCCION","poweredOn","virtual",1186,27.6810546875,1158.3189453125
"356","cpemcproresp01","CPN","PRODUCCION","poweredOn","virtual",820,38.007,781.993
"357","cpemcproresp02","CPN","PRODUCCION","poweredOn","virtual",820,24.067,795.933
"358","cpemcproresp03","CPN","PRODUCCION","poweredOn","virtual",820,31.57,788.43
"359","cpemcproresp04","CPN","PRODUCCION","poweredOn","virtual",820.029296875,29.5620561523438,790.467240722656
"360","cpemcproresp05","CPN","PRODUCCION","poweredOn","virtual",820.029296875,75.0736821289062,744.955614746094
"361","cpemcproresp06","CPN","PRODUCCION","poweredOn","virtual",110,21.252,88.748
"362","cpemcproresp07","CPN","PRODUCCION","poweredOn","virtual",506,75.4193,430.5807
"363","cpemcproresp08","CPN","PRODUCCION","poweredOn","virtual",820.029296875,31.5711279296875,788.458168945312
"364","cpemcproresp09","CPN","PRODUCCION","poweredOn","virtual",800.05859375,150.792293548584,649.266300201416
"365","cpepmproepmw01","CPN","PRODUCCION","poweredOn","virtual",39.986328125,24.2754300556486,15.7108980693514
"366","cpepmproepmw02","CPN","PRODUCCION","poweredOn","virtual",39.986328125,24.2754300556486,15.7108980693514
"367","cpepmproepmw03","CPN","PRODUCCION","poweredOn","virtual",39.986328125,24.2754300556486,15.7108980693514
"368","cpepmproepmw04","CPN","PRODUCCION","poweredOn","virtual",39.986328125,24.2754300556486,15.7108980693514
"369","cpepmproepmw05","CPN","PRODUCCION","poweredOn","virtual",39.986328125,24.2754300556486,15.7108980693514
"370","cpepmproepmw06","CPN","PRODUCCION","poweredOn","virtual",59.982421875,36.4149236769903,23.5674981980097
"371","cpesrs_ve.x86_64","CPN","OTROS","poweredOn","virtual",64,8.1,55.9
"372","cpesrsgwsrm","CPN","OTROS","poweredOn","virtual",100,17.7392578125,82.2607421875
"373","cpexhprosasx01","CPN","PRODUCCION","poweredOn","virtual",564,36.0486328125,527.9513671875
"374","cpfsipronetf06","CPN","PRODUCCION","poweredOn","virtual",120.546875,6.003234375,114.543640625
"375","cpfsipronetf07","CPN","PRODUCCION","poweredOn","virtual",120.546875,30.44411328125,90.10276171875
"376","cpfsipronetf08","CPN","PRODUCCION","poweredOn","virtual",120.546875,30.44411328125,90.10276171875
"377","cpftpproohsx01","CPN","PRODUCCION","poweredOn","virtual",16081.8408203125,2827.67182387695,13254.1689964355
"378","cpgfsprosas01","CPN","PRODUCCION","poweredOn","virtual",4126.119140625,875.958777636719,3250.16036298828
"379","cpgfsprosas02","CPN","PRODUCCION","poweredOn","virtual",4126.119140625,1212.91502724609,2913.20411337891
"380","cphecprowebx01","CPN","PRODUCCION","poweredOn","virtual",33.8896484375,5.48842856445312,28.4012198730469
"381","cphttproesti01","CPN","PRODUCCION","poweredOn","virtual",264,10.0056,253.9944
"382","cpid1promsql01","CPN","PRODUCCION","poweredOn","virtual",7355.30859375,951.377561759949,6403.93103199005
"383","cpid1promsql02","CPN","PRODUCCION","poweredOn","virtual",7355.30859375,955.427366447449,6399.88122730255
"384","cpid1promsql03","CPN","PRODUCCION","poweredOn","virtual",4859.2353515625,628.521213197708,4230.71413836479
"385","cpid1promsql04","CPN","PRODUCCION","poweredOn","virtual",4859.2353515625,632.571017885208,4226.66433367729
"386","cpid1promsql05","CPN","PRODUCCION","poweredOn","virtual",4859.2353515625,628.521213197708,4230.71413836479
"387","cpid1promsql06","CPN","PRODUCCION","poweredOn","virtual",9278.419921875,1200.12374868393,8078.29617319107
"388","cpid1promsql07","CPN","PRODUCCION","poweredOn","virtual",9278.419921875,1204.17355337143,8074.24636850357
"389","cpid1promsql08","CPN","PRODUCCION","poweredOn","virtual",9278.419921875,1204.17355337143,8074.24636850357
"390","cpid1promsql09","CPN","PRODUCCION","poweredOn","virtual",6492.1328125,839.729483413696,5652.4033290863
"391","cpid1promsql10","CPN","PRODUCCION","poweredOn","virtual",3170.0810546875,410.036362981796,2760.0446917057
"392","cpid1promsql11","CPN","PRODUCCION","poweredOn","virtual",3170.0810546875,414.086167669296,2755.9948870182
"393","cpid1promsql12","CPN","PRODUCCION","poweredOn","virtual",6492.1328125,843.779288101196,5648.3535243988
"394","cpid1promsql13","CPN","PRODUCCION","poweredOn","virtual",3170.0810546875,396.791245794296,2773.2898088932
"395","cpidcpromsad01","CPN","PRODUCCION","poweredOn","virtual",159,65.3701171875,93.6298828125
"396","cpidcpromsad01_noborrar","CPN","PRODUCCION","poweredOff","virtual",159,63.91005,95.08995
"397","cpidcpromsad02","CPN","PRODUCCION","poweredOn","virtual",159,30.5888671875,128.4111328125
"398","cpidndevacmc01","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"399","cpidndevacmc02","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"400","cpidndevacme01","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"401","cpidndevacme02","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"402","cpidndevacrc01","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"403","cpidndevacrc02","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"404","cpidndevacre01","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"405","cpidndevacre02","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"406","cpidndevacsc01","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"407","cpidndevacsc02","CPN","DESARROLLO","poweredOff","virtual",140,9.926,130.074
"408","cpidndevagac01","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"409","cpidndevagac02","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"410","cpidndevagcc01","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"411","cpidndevagcc02","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"412","cpidndevagce01","CPN","DESARROLLO","poweredOn","virtual",190,6.52197265625,183.47802734375
"413","cpidndevagce02","CPN","DESARROLLO","poweredOn","virtual",190,6.52197265625,183.47802734375
"414","cpidndevagfe01","CPN","DESARROLLO","poweredOn","virtual",190,8.71142578125,181.28857421875
"415","cpidndevagfe02","CPN","DESARROLLO","poweredOn","virtual",190,6.52197265625,183.47802734375
"416","cpidndevagie01","CPN","DESARROLLO","poweredOn","virtual",190,8.71142578125,181.28857421875
"417","cpidndevagie02","CPN","DESARROLLO","poweredOn","virtual",190,6.52197265625,183.47802734375
"418","cpidndevagxc01","CPN","DESARROLLO","poweredOn","virtual",190,7.96923828125,182.03076171875
"419","cpidndevagxc02","CPN","DESARROLLO","poweredOn","virtual",190,7.96923828125,182.03076171875
"420","cpidndevagxc03","CPN","DESARROLLO","poweredOn","virtual",190,7.96923828125,182.03076171875
"421","cpidndevagxc04","CPN","DESARROLLO","poweredOn","virtual",190,7.96923828125,182.03076171875
"422","cpidndevagxe01","CPN","DESARROLLO","poweredOn","virtual",190,9.1474609375,180.8525390625
"423","cpidndevagxe02","CPN","DESARROLLO","poweredOff","virtual",190,9.1474609375,180.8525390625
"424","cpidndevagxe03","CPN","DESARROLLO","poweredOff","virtual",190,9.1474609375,180.8525390625
"425","cpidndevagxe04","CPN","DESARROLLO","poweredOff","virtual",190,9.1474609375,180.8525390625
"426","cpidndevamcc01","CPN","DESARROLLO","poweredOn","virtual",140,5.1337890625,134.8662109375
"427","cpidndevamcc02","CPN","DESARROLLO","poweredOn","virtual",140,5.1337890625,134.8662109375
"428","cpidndevamce01","CPN","DESARROLLO","poweredOn","virtual",140,63.301,76.699
"429","cpidndevamce02","CPN","DESARROLLO","poweredOn","virtual",140,6.4189453125,133.5810546875
"430","cpidndevidpc01","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"431","cpidndevidpc02","CPN","DESARROLLO","poweredOn","virtual",190,6.96728515625,183.03271484375
"432","cpidndevidpe01","CPN","DESARROLLO","poweredOn","virtual",190,8.71142578125,181.28857421875
"433","cpidndevidpe02","CPN","DESARROLLO","poweredOn","virtual",190,8.71142578125,181.28857421875
"434","cpidndeviman01","CPN","DESARROLLO","poweredOff","virtual",90,7.892578125,82.107421875
"435","cpidndeviman02","CPN","DESARROLLO","poweredOff","virtual",90,7.892578125,82.107421875
"436","cpidndevlumi01","CPN","DESARROLLO","poweredOff","virtual",160,11.344,148.656
"437","cpidndevlumi03","CPN","DESARROLLO","poweredOff","virtual",160,5.368,154.632
"438","cpidndevnags01","CPN","DESARROLLO","poweredOff","virtual",160,2.56,157.44
"439","cpidndevnags02","CPN","DESARROLLO","poweredOff","virtual",160,5.368,154.632
"440","cpidndevnags03","CPN","DESARROLLO","poweredOff","virtual",160,2.56,157.44
"441","cpidndevnags04","CPN","DESARROLLO","poweredOff","virtual",160,5.368,154.632
"442","cpidndevnags05","CPN","DESARROLLO","poweredOff","virtual",160,2.56,157.44
"443","cpidndevnags06","CPN","DESARROLLO","poweredOff","virtual",160,5.368,154.632
"444","cpidndevnmce01","CPN","DESARROLLO","poweredOff","virtual",340,5.44,334.56
"445","cpidndevnmce02","CPN","DESARROLLO","poweredOff","virtual",340,11.407,328.593
"446","cpidndevnocd01","CPN","DESARROLLO","poweredOff","virtual",190,3.04,186.96
"447","cpidndevnocn01","CPN","DESARROLLO","poweredOff","virtual",190,6.3745,183.6255
"448","cpidnproagac01","CPN","PRODUCCION","poweredOn","virtual",190,38.3705,151.6295
"449","cpidnproagac02","CPN","PRODUCCION","poweredOn","virtual",190,51.72119140625,138.27880859375
"450","cpidnproagac03","CPN","PRODUCCION","poweredOn","virtual",190,22.97998046875,167.02001953125
"451","cpidnproagac04","CPN","PRODUCCION","poweredOn","virtual",190,37.25425,152.74575
"452","cpidnproagcc01","CPN","PRODUCCION","poweredOn","virtual",190,35.6915,154.3085
"453","cpidnproagcc02","CPN","PRODUCCION","poweredOn","virtual",190,35.6915,154.3085
"454","cpidnproagcc03","CPN","PRODUCCION","poweredOn","virtual",190,35.6915,154.3085
"455","cpidnproagcc04","CPN","PRODUCCION","poweredOn","virtual",190,35.6915,154.3085
"456","cpidnproagce01","CPN","PRODUCCION","poweredOn","virtual",182,32.2446875,149.7553125
"457","cpidnproagce02","CPN","PRODUCCION","poweredOn","virtual",182,35.0314453125,146.9685546875
"458","cpidnproagce03","CPN","PRODUCCION","poweredOn","virtual",190,38.3705,151.6295
"459","cpidnproagce04","CPN","PRODUCCION","poweredOn","virtual",190,45.828,144.172
"460","cpidnproagee01","CPN","PRODUCCION","poweredOn","virtual",190,4.009,185.991
"461","cpidnproagee02","CPN","PRODUCCION","poweredOn","virtual",190,12.236,177.764
"462","cpidnproagfe01","CPN","PRODUCCION","poweredOn","virtual",182,36.5365,145.4635
"463","cpidnproagfe02","CPN","PRODUCCION","poweredOn","virtual",182,73.1549,108.8451
"464","cpidnproagfe03","CPN","PRODUCCION","poweredOn","virtual",190,76.3705,113.6295
"465","cpidnproagfe04","CPN","PRODUCCION","poweredOn","virtual",190,23.325859375,166.674140625
"466","cpidnproagie01","CPN","PRODUCCION","poweredOn","virtual",182,73.1549,108.8451
"467","cpidnproagie02","CPN","PRODUCCION","poweredOn","virtual",182,19.8653,162.1347
"468","cpidnproagie03","CPN","PRODUCCION","poweredOn","virtual",190,45.828,144.172
"469","cpidnproagie04","CPN","PRODUCCION","poweredOn","virtual",190,38.3705,151.6295
"470","cpidnproamcc01","CPN","PRODUCCION","poweredOn","virtual",112,22.484,89.516
"471","cpidnproamcc02","CPN","PRODUCCION","poweredOn","virtual",112,22.484,89.516
"472","cpidnproamce01","CPN","PRODUCCION","poweredOn","virtual",182,36.5365,145.4635
"473","cpidnproamce02","CPN","PRODUCCION","poweredOn","virtual",120,24.234,95.766
"474","cpidnprodasi01","CPN","PRODUCCION","poweredOn","virtual",640,35.125,604.875
"475","cpidnprodasi02","CPN","PRODUCCION","poweredOn","virtual",640,33.92,606.08
"476","cpidnprodias01","CPN","PRODUCCION","poweredOn","virtual",340,18.02,321.98
"477","cpidnprodias02","CPN","PRODUCCION","poweredOn","virtual",340,42.449,297.551
"478","cpidnproidpc01","CPN","PRODUCCION","poweredOn","virtual",190,51.72119140625,138.27880859375
"479","cpidnproidpc02","CPN","PRODUCCION","poweredOn","virtual",190,28.3195,161.6805
"480","cpidnproidpe01","CPN","PRODUCCION","poweredOn","virtual",182,73.1549,108.8451
"481","cpidnproidpe02","CPN","PRODUCCION","poweredOn","virtual",182,73.1549,108.8451
"482","cpidnproiman01","CPN","PRODUCCION","poweredOn","virtual",182,36.5365,145.4635
"483","cpidnpromidc01","CPN","PRODUCCION","poweredOn","virtual",332,25.6138,306.3862
"484","cpidnpromidc02","CPN","PRODUCCION","poweredOn","virtual",332,21.4472,310.5528
"485","cpidnpromids01","CPN","PRODUCCION","poweredOn","virtual",332,25.6138,306.3862
"486","cpidnpromids02","CPN","PRODUCCION","poweredOn","virtual",332,25.6138,306.3862
"487","cpidnpronmce01","CPN","PRODUCCION","poweredOn","virtual",190,51.72119140625,138.27880859375
"488","cpidnpronmce02","CPN","PRODUCCION","poweredOn","virtual",200,12.46,187.54
"489","cpidnpronoc01","CPN","PRODUCCION","poweredOn","virtual",182,36.5365,145.4635
"490","cpidnpronoem01","CPN","PRODUCCION","poweredOn","virtual",182,36.5365,145.4635
"491","cpidnpronsusemanprox05","CPN","PRODUCCION","poweredOn","virtual",190,38.3705,151.6295
"492","cpidnpropram01","CPN","PRODUCCION","poweredOn","virtual",550,35.42,514.58
"493","cpidnpropram02","CPN","PRODUCCION","poweredOn","virtual",550,38.225,511.775
"494","cpidnprosen01","CPN","PRODUCCION","poweredOn","virtual",1599,218.90375,1380.09625
"495","cpidnprosmdb01","CPN","PRODUCCION","poweredOn","virtual",134.265625,54.6058296875,79.6597953125
