"","servidor","aplicacion"
"11873","TQSITPROWEBL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11874","TQSITPROAPCH18","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11875","TQSITPROAPCH06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11876","TQSITUATWEBL08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11877","TQSITSTRORCL06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11878","TQSITDEVWEBL11","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11879","TQSITUATWEBL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11880","TQIDNSTRAMCS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11881","TQSITPROOHSX212","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11882","TQSITSTRWEBL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11883","TQSITDEVOHSX16","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11884","TQSITPROOHSX211","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11885","TQSITDEVOHSX21","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11886","TQSITPROAPCH13","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11887","TQSITSTRWEBL08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11888","TQSITUATWEBL05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11889","TQSITPROWEBL13","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11890","TQSITPROAPCH08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11891","TQSITDEVOHSX09","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11892","TQSITPROAPCH03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11893","TQSITDEVWEBL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11894","TQIDNUATAMCS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11895","TQSITDEVOHSX20","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11896","TQSITSTRWEBL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11897","TQSITPROOHSX203","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11898","TQSITPROEMAP01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11899","TQSITSTRORCL08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11900","TQSITPROORCL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11901","TQSITDEVWEBL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11902","TQIDNPROAMCS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11903","TQSITUATTIME03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11904","TQIDNSTRLAGS03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11905","TQIDNPROIDPS08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11906","TQSITDEVWEBL21","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11907","TQSITDEVAPCH01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11908","TQSITDEVOHSX15","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11909","TQSITDEVOHSX22","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11910","TQSITUATANTV02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11911","TQSITDEVCOHE09","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11912","TQSITPROWEBL11","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11913","TQSITPROWASA05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11914","TQSITDEVOHSX25","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11915","TQSITPROAPCH213","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11916","TQIDNSTRIDPD01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11917","TQSITPROEMAP02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11918","TQSITUATORCL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11919","TQIDNPROLAGS05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11920","TQSITPROWEBL201","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11921","TQSITPROWEBL208","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11922","TQSITPROWEBL204","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11923","TQSITDEVCOHE06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11924","TQSITSTRWEBL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11925","TQSITUATWEBL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11926","TQSITPROWEBL08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11927","TQIDNPROIDPS07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11928","TQSITPROWASA02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11929","TQSITDEVWEBL34","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11930","TQSITDEVWEBL18","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11931","TQSITDEVOHSX27","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11932","TQSITDEVWEBL30","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11933","TQSITPROEMDB01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11934","TQIDNSTRIDPD02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11935","TQSITPROOHSX205","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11936","TQSITPROWEBL212","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11937","TQSITDEVAPCH02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11938","TQIDNPROLAGS06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11939","CLON_TQSITSTRAPCH02_CLONE","SIT"
"11940","TQSITPROORCL01","SIT"
"11941","TQSITSTRORCL03","SIT"
"11942","TQSITDEVWEBL23","SIT"
"11943","TQSITPROAPCH15","SIT"
"11944","TQSITPROWASA03","SIT"
"11945","TQSITPROEMAP03","SIT"
"11946","TQSITPROEMAP04","SIT"
"11947","TQSITSTRCOHE04","SIT"
"11948","TQSITSTRCOHE02","SIT"
"11949","TQSITSTRCOHE03","SIT"
"11950","TQSITUATRRLX03","SIT"
"11951","TQSITUATCOHE06","SIT"
"11952","TQSITDEVCOHE11","SIT"
"11953","TQSITSTRWASA04","SIT"
"11954","TQSITUATCLSV01","SIT"
"11955","TQSITPROAPCH10","SIT"
"11956","TQSITPROAPCH09","SIT"
"11957","TQSITPROAPCH08","SIT"
"11958","TQSITSTROHSX06","SIT"
"11959","TQSITSTRCOHE01","SIT"
"11960","TQSITDEVOHSX24","SIT"
"11961","TQSITDEVSUBV04","SIT"
"11962","TQSITUATWEBL42","SIT"
"11963","TQSITPROWEBL209","SIT"
"11964","TQSITPROWEBL206","SIT"
"11965","TQSITUATCOHE29","SIT"
"11966","TQSITDEVMESQ01","SIT"
"11967","TQSITDEVWEBL06","SIT"
"11968","TQSITDEVSONR02","SIT"
"11969","TQSITUATRRLX04","SIT"
"11970","TQSITUATOHSX37","SIT"
"11971","TQSITUATOHSX17","SIT"
"11972","TQSITUATCOHE07","SIT"
"11973","TQSITPROWEBL201","SIT"
"11974","TQSITDEVWEBL24","SIT"
"11975","CLON_TQSITSTRWEBL03_CLON","SIT"
"11976","TQSITDEVMESQ05","SIT"
"11977","TQSITDEVCOHE16","SIT"
"11978","TQSITUATCOHE10","SIT"
"11979","TQSITUATCOHE11","SIT"
"11980","TQSITUATCOHE32","SIT"
"11981","TQSITPROOHSX205","SIT"
"11982","TQSITUATWEBL22","SIT"
"11983","TQSITDEVCOHE19","SIT"
"11984","TQSITUATWEBL24","SIT"
"11985","TQSITUATWEBL33","SIT"
"11986","TQSITDEVANTV02","SIT"
"11987","TQSITUATCOHE08","SIT"
"11988","TQSITUATOHSX12","SIT"
"11989","TQSITDEVTIME01","SIT"
"11990","TQSITDEVWEBL39","SIT"
"11991","TQSITUATANTV02","SIT"
"11992","CLON_TQSITSTROHSX07_CLONE","SIT"
"11993","TQSITUATORCL02","SIT"
"11994","TQSITDEVORCL01","SIT"
"11995","TQSITDEVORCL13","SIT"
"11996","TQSITDEVORCL12","SIT"
"11997","TQSITSTRRRLX02","SIT"
"11998","CLON_TQSITSTRWEBL02_CLON","SIT"
"11999","TEMPLATETQSITDEVEMDB01MEMO","SIT"
"12000","TQSITUATTIME04","SIT"
"12001","TQSITDEVOHSX35","SIT"
"12002","TQSITDEVWEBL44","SIT"
"12003","TQSITPROOHSX204","SIT"
"12004","TQSITPROWEBL16","SIT"
"12005","TQSITSTRWEBL01","SIT"
"12006","TQSITDEVWEBL16","SIT"
"12007","TQSITDEVORCL07","SIT"
"12008","TQSITSTRWEBL04","SIT"
"12009","TQSITUATRRLX01","SIT"
"12010","TQSITDEVOHSX11","SIT"
"12011","TQSITUATOHSX05","SIT"
"12012","TQSITUATOHSX04","SIT"
"12013","TQSITDEVWEBL47","SIT"
"12014","TQSITPROCOHE02","SIT"
"12015","TQSITSTRWEBL08","SIT"
"12016","TQSITDEVCOHE01","SIT"
"12017","DEPURAR_TQSITDEVWEBL46","SIT"
"12018","TQSITPROWASA01","SIT"
"12019","TQSITDEVWEBL27","SIT"
"12020","TQSITDEVOHSX22","SIT"
"12021","TQSITDEVSUBV02","SIT"
"12022","TQSITPROCOHE01","SIT"
"12023","TQSITPROAPCH17","SIT"
"12024","TQSITUATORCL01","SIT"
"12025","TQSITDEVRRLX02","SIT"
"12026","TQSITPROWEBL211","SIT"
"12027","TQSITUATRRLX02","SIT"
"12028","TQSITUATWEBL38","SIT"
"12029","DEPURAR_TQSITDEVCOHE22","SIT"
"12030","TQSITDEVCOHE21","SIT"
"12031","TQSITPROAPCH05","SIT"
"12032","TQSITPROAPCH13","SIT"
"12033","TQSITDEVOHSX21","SIT"
"12034","TQSITUATCOHE19","SIT"
"12035","TQSITPROWASA05","SIT"
"12036","TQSITPROWASA06","SIT"
"12037","TQSITDEVWEBL21","SIT"
"12038","TQSITPROWEBL210","SIT"
"12039","TQSITUATORCL11","SIT"
"12040","TQSITPROOHSX209","SIT"
"12041","TQSITSTRWASA02","SIT"
"12042","TQSITDEVORCL10","SIT"
"12043","TQSITDEVOHSX19","SIT"
"12044","TQSITDEVOHSX18","SIT"
"12045","TQSITUATOHSX23","SIT"
"12046","TQSITDEVWEBL36","SIT"
"12047","TQSITDEVOHSX15","SIT"
"12048","TQSITPROAPCH04","SIT"
"12049","TQSITPROAPCH07","SIT"
"12050","TQSITUATORCL07","SIT"
"12051","TQSITPROAPCH18","SIT"
"12052","TQSITUATCOHE18","SIT"
"12053","TQSITDEVOHSX34","SIT"
"12054","TQSITDEVCOHE18","SIT"
"12055","TQSITDEVOHSX32","SIT"
"12056","TQSITUATCLSV02","SIT"
"12057","TQSITDEVOHSX41","SIT"
"12058","CLON_TQSITSTRCOHE06_CLON","SIT"
"12059","TQSITDEVWEBL28","SIT"
"12060","TQSITDEVORCL11","SIT"
"12061","TQSITDEVMESQ02","SIT"
"12062","TQSITUATWEBL13","SIT"
"12063","TQSITDEVDB2X02","SIT"
"12064","TQSITDEVCOHE30","SIT"
"12065","TQSITSTRORCL04","SIT"
"12066","TQSITDEVCOHE04","SIT"
"12067","TQSITPROWEBL06","SIT"
"12068","TQSITDEVOHSX38","SIT"
"12069","TQSITPROOHSX212","SIT"
"12070","TQSITDEVWEBL33","SIT"
"12071","TQSITSTRCOHE06","SIT"
"12072","TQSITDEVOHSX33","SIT"
"12073","TQSITDEVCOHE08","SIT"
"12074","TQSITUATOHSX09","SIT"
"12075","TQSITUATCOHE13","SIT"
"12076","TQSITDEVWASA02","SIT"
"12077","TQSITDEVCOHE02","SIT"
"12078","CLON_TQSITUATWEBL03","SIT"
"12079","TQSITDEVRRLX01","SIT"
"12080","TQSITDEVOHSX30","SIT"
"12081","TQSITUATOHSX10","SIT"
"12082","TQSITSTRSACX01","SIT"
"12083","TQSITUATOHSX31","SIT"
"12084","TQSITPROWEBL09","SIT"
"12085","TQSITUATCOHE30","SIT"
"12086","TQSITDEVOHSX36","SIT"
"12087","TQSITDEVWEBL45","SIT"
"12088","TQSITUATANTV01","SIT"
"12089","TQSITUATCOHE14","SIT"
"12090","TQSITPROWEBL05","SIT"
"12091","OLD_TQSITDEVWEBL50","SIT"
"12092","TQSITPROWEBL03","SIT"
"12093","CLON_TQSITSTRCOHE04_CLON","SIT"
"12094","TQSITUATWEBL07","SIT"
"12095","TQSITPROWEBL17","SIT"
"12096","TQSITDEVWEBL38","SIT"
"12097","TQSITSTRANTV02","SIT"
"12098","TQSITDEVOHSX42","SIT"
"12099","TQSITDEVOHSX39","SIT"
"12100","TQSITUATORCL05","SIT"
"12101","TQSITPROAPCH02","SIT"
"12102","TQSITDEVWEBL40","SIT"
"12103","TQSITUATWEBL15","SIT"
"12104","TQSITSTROHSX05","SIT"
"12105","TQSITUATEMAP01","SIT"
"12106","TQSITDEVOHSX20","SIT"
"12107","TQSITUATWEBL40","SIT"
"12108","TQSITPROWEBL02","SIT"
"12109","TQSITDEVWEBL29","SIT"
"12110","TQSITUATWEBL17","SIT"
"12111","TQSITUATWEBL02","SIT"
"12112","TQSITDEVANTV01","SIT"
"12113","TQSITDEVORCC01","SIT"
"12114","TQSITDEVWEBL48","SIT"
"12115","TQSITDEVWEBL46","SIT"
"12116","CLON_TQSITSTROHSX06_CLONE","SIT"
"12117","TQSITPROAPCH01","SIT"
"12118","CLON_TQSITUATWEBL01","SIT"
"12119","TQSITDEVBUSM01","SIT"
"12120","TQSITUATOHSX32","SIT"
"12121","TQSITDEVSONR04","SIT"
"12122","TQSITUATTIME03","SIT"
"12123","TQSITUATCOHE20","SIT"
"12124","TQSITDEVOHSX13","SIT"
"12125","TQSITUATOHSX25","SIT"
"12126","TQSITUATOHSX33","SIT"
"12127","TQSITUATOHSX13","SIT"
"12128","TQSITPROAPCH03","SIT"
"12129","TQSITUATCOHE15","SIT"
"12130","TQSITUATCOHE04","SIT"
"12131","TQSITDEVWEBL35","SIT"
"12132","CLON_TQSITSTRWEBL06_CLON","SIT"
"12133","TQSITUATWEBL20","SIT"
"12134","TQSITUATOHSX38","SIT"
"12135","DEPURAR_TQSITDEVWEBL13","SIT"
"12136","TQSITUATTIME01","SIT"
"12137","TQSITUATORCL06","SIT"
"12138","TQSITUATORCL08","SIT"
"12139","TQSITDEVOHSX08","SIT"
"12140","TQSITDEVWASA01","SIT"
"12141","TQSITDEVOHSX09","SIT"
"12142","TQSITPROWEBL203","SIT"
"12143","TQSITUATOHSX16","SIT"
"12144","TQSITSTRWASA03","SIT"
"12145","TQSITUATOHSX26","SIT"
"12146","TQSITUATWAAX01","SIT"
"12147","TQSITPROAPCH214","SIT"
"12148","TQSITPROWEBL213","SIT"
"12149","TQSITUATWEBL37","SIT"
"12150","TQSITPROWEBL205","SIT"
"12151","TQSITUATORCL10","SIT"
"12152","TQSITUATOHSX20","SIT"
"12153","TQSITPROWEBL15","SIT"
"12154","TQSITDEVDB2X01","SIT"
"12155","TQSITDEVOHSX06","SIT"
"12156","TQSITUATWEBL10","SIT"
"12157","TQSITUATWEBL25","SIT"
"12158","TQSITDEVCOHE23","SIT"
"12159","TQSITUATOHSX15","SIT"
"12160","TQSITPROOHSX208","SIT"
"12161","TQSITDEVOHSX26","SIT"
"12162","CLON_TQSITSTRCOHE02_CLON","SIT"
"12163","TQSITSTRWEBL06","SIT"
"12164","TQSITUATWEBL11","SIT"
"12165","TQSITDEVOHSX40","SIT"
"12166","TQSITUATWASA01","SIT"
"12167","TQSITPROWEBL08","SIT"
"12168","TQSITDEVWEBL10","SIT"
"12169","TQSITSTRWEBL03","SIT"
"12170","TQSITSTRAPCH03","SIT"
"12171","TQSITDEVSONR01","SIT"
"12172","TQSITSTROHSX04","SIT"
"12173","TQSITUATORCL09","SIT"
"12174","TQSITUATCOHE31","SIT"
"12175","TQSITPROAPCH213","SIT"
"12176","OLD_TQSITDEVCOHE12","SIT"
"12177","TQSITDEVWEBL04","SIT"
"12178","TQSITSTRORCL07","SIT"
"12179","TQSITUATOHSX08","SIT"
"12180","TQSITDEVCOHE06","SIT"
"12181","TQSITSTRANTV01","SIT"
"12182","TQSITDEVOHSX12","SIT"
"12183","TQSITUATCOHE21","SIT"
"12184","TQSITPROEMDB01","SIT"
"12185","TQSITPROWEBL208","SIT"
"12186","TQSITUATWEBL04","SIT"
"12187","DEPURAR_TQSITDEVWEBL45","SIT"
"12188","TQSITPROWEBL212","SIT"
"12189","TQSITUATWEBL09","SIT"
"12190","TQSITUATCOHE09","SIT"
"12191","CLON_TQSITSTRWEBL01_CLON","SIT"
"12192","CLON_TQSITSTROHSX04_CLONE","SIT"
"12193","TQSITPROWEBL204","SIT"
"12194","DEPURAR_TQSITDEVWEBL27","SIT"
"12195","TQSITDEVCOHE10","SIT"
"12196","TQSITDEVAPCH01","SIT"
"12197","TQSITDEVCOHE31","SIT"
"12198","TQSITDEVORCL05","SIT"
"12199","TQSITUATWEBL08","SIT"
"12200","CLON_TQSITSTRWEBL04_CLON","SIT"
"12201","TQSITPROAPCH14","SIT"
"12202","TEMPLATETQSITDEVEMDB02MEMO","SIT"
"12203","TQSITDEVORCL04","SIT"
"12204","CLON_TQSITSTRWEBL08_CLON","SIT"
"12205","TQSITPROWASA02","SIT"
"12206","TQSITDEVOHSX43","SIT"
"12207","TQSITUATOHSX27","SIT"
"12208","TQSITDEVWEBL14","SIT"
"12209","TQSITSTRORCL08","SIT"
"12210","TQSITDEVORCL06","SIT"
"12211","TQSITDEVWAAX02","SIT"
"12212","TQSITDEVWEBL03","SIT"
"12213","TQSITPROANTV02","SIT"
"12214","TQSITDEVORCL03","SIT"
"12215","TQSITPROANTV01","SIT"
"12216","TQSITDEVWEBL07","SIT"
"12217","TQSITDEVWEBL05","SIT"
"12218","TQSITDEVWEBL17","SIT"
"12219","TQSITUATCOHE12","SIT"
"12220","TQSITUATOHSX18","SIT"
"12221","TQSITPROOHSX211","SIT"
"12222","TQSITDEVCOHE05","SIT"
"12223","TQSITPROEMAP05","SIT"
"12224","DEPURAR_TQSITDEVWEBL28","SIT"
"12225","TQSITUATCOHE35","SIT"
"12226","TQSITUATORCL03","SIT"
"12227","TQSITDEVOHSX05","SIT"
"12228","TQSITUATBKGR01","SIT"
"12229","TQSITDEVTIME02","SIT"
"12230","TQSITDEVOHSX37","SIT"
"12231","TQSITDEVCOHE25","SIT"
"12232","TQSITUATOHSX36","SIT"
"12233","OLD_TQSITDEVCOHE13","SIT"
"12234","TQSITUATWEBL36","SIT"
"12235","TQSITUATWEBL03","SIT"
"12236","TQSITUATWEBL23","SIT"
"12237","CLON_TQSITSTROHSX05_CLONE","SIT"
"12238","TQSITUATWEBL26","SIT"
"12239","TQSITSTRWEBL02","SIT"
"12240","TQSITSTROHSX07","SIT"
"12241","TQSITPROWEBL214","SIT"
"12242","TQSITSTRORCL06","SIT"
"12243","TQSITUATAPCH02","SIT"
"12244","TQSITDEVOHSX04","SIT"
"12245","OLD_TQSITDEVWEBL48","SIT"
"12246","TQSITUATWEBL06","SIT"
"12247","TQSITDEVOHSX31","SIT"
"12248","TQSITDEVWEBL13","SIT"
"12249","TQSITDEVSONR05","SIT"
"12250","TQSITDEVSUBV03","SIT"
"12251","TQSITDEVOHSX14","SIT"
"12252","TQSITDEVORCL09","SIT"
"12253","TQSITPROOHSX207","SIT"
"12254","TQSITDEVOHSX07","SIT"
"12255","TQSITDEVWEBL01","SIT"
"12256","TQSITUATCOHE03","SIT"
"12257","TQSITUATWEBL27","SIT"
"12258","TQSITUATWEBL34","SIT"
"12259","TQSITSTRRRLX01","SIT"
"12260","TQSITPROOHSX206","SIT"
"12261","TQSITSTROORCL02","SIT"
"12262","TQSITPROORCL02","SIT"
"12263","TQSITDEVWEBL09","SIT"
"12264","CLON_TQSITSTRCOHE03_CLON","SIT"
"12265","DEPURAR_TQSITDEVCOHE09","SIT"
"12266","TQSITUATWEBL29","SIT"
"12267","TQSITPROWEBL01","SIT"
"12268","TQSITPROEMAP01","SIT"
"12269","TQSITDEVDB2X03","SIT"
"12270","TQSITPROOHSX203","SIT"
"12271","TQSITSTRORCL01","SIT"
"12272","CLON_TQSITSTRAPCH03_CLONE","SIT"
"12273","TQSITDEVWAAX01","SIT"
"12274","TQSITUATOHSX34","SIT"
"12275","TQSITDEVOHSX16","SIT"
"12276","TQSITPROAPCH06","SIT"
"12277","TQSITUATAPCH01","SIT"
"12278","TQSITDEVWEBL37","SIT"
"12279","TQSITUATWEBL21","SIT"
"12280","TQSITUATOHSX40","SIT"
"12281","TQSITUATORCL04","SIT"
"12282","TQSITUATOHSX19","SIT"
"12283","TQSITSTRWEBL05","SIT"
"12284","TQSITDEVCOHE15","SIT"
"12285","TQSITDEVORCL08","SIT"
"12286","OLD_TQSITDEVWEBL47","SIT"
"12287","TQSITSTRSACX02","SIT"
"12288","TQSITDEVOHSX29","SIT"
"12289","TQSITDEVCOHE07","SIT"
"12290","TQSITDEVCOHE09","SIT"
"12291","TQSITDEVCOHE22","SIT"
"12292","TQSITUATEMAP02","SIT"
"12293","TQSITUATAPCH03","SIT"
"12294","TQSITDEVBUSM02","SIT"
"12295","TQSITUATOHSX28","SIT"
"12296","TQSITPROWEBL14","SIT"
"12297","TQSITDEVWEBL22","SIT"
"12298","TQSITDEVIBBP03","SIT"
"12299","CLON_TQSITSTRWEBL07_CLON","SIT"
"12300","TQSITUATCOHE16","SIT"
"12301","TQSITUATCOHE37","SIT"
"12302","TQSITDEVIBBP02","SIT"
"12303","TQSITSTRCOHE05","SIT"
"12304","TQSITUATBKGR02","SIT"
"12305","TQSITDEVCOHE20","SIT"
"12306","TQSITDEVWEBL11","SIT"
"12307","TQSITDEVVORD01","SIT"
"12308","TQSITPROAPCH12","SIT"
"12309","TQSITUATCOHE33","SIT"
"12310","TQSITPROWEBL07","SIT"
"12311","TQSITDEVAPCH02","SIT"
"12312","TQSITUATWEBL05","SIT"
"12313","CLON_TQSITSTRCOHE01_CLON","SIT"
"12314","TEMPLATE_TQSITPROAPCH","SIT"
"12315","TQSITDEVOHSX17","SIT"
"12316","CLON_TQSITSTRAPCH01_CLONE","SIT"
"12317","TQSITDEVWEBL18","SIT"
"12318","TQSITDEVIBWS02","SIT"
"12319","OLD_TQSITDEVWEBL49","SIT"
"12320","TQSITPROEMAP02","SIT"
"12321","TQSITUATOHSX30","SIT"
"12322","TQSITUATOHSX22","SIT"
"12323","TQSITDEVOHSX44","SIT"
"12324","TQSITDEVWEBL43","SIT"
"12325","TQSITUATWEBL12","SIT"
"12326","TQSITPROAPCH11","SIT"
"12327","TQSITUATCOHE05","SIT"
"12328","TQSITUATCOHE02","SIT"
"12329","TQSITDEVCOHE24","SIT"
"12330","TQSITDEVOHSX10","SIT"
"12331","TQSITDEVHERR01","SIT"
"12332","DEPURAR_TQSITDEVWEBL14","SIT"
"12333","CLON_TQSITSTROHSX08_CLONE","SIT"
"12334","TQSITUATWEBL32","SIT"
"12335","TQSITDEVOHSX23","SIT"
"12336","TQSITDEVWEBL34","SIT"
"12337","TQSITUATOHSX39","SIT"
"12338","TQSITDEVSUBV01","SIT"
"12339","TQSITUATOHSX29","SIT"
"12340","TQSITDEVHTTS01","SIT"
"12341","TQSITPROWEBL04","SIT"
"12342","TQSITDEVCOHE29","SIT"
"12343","TQSITDEVOHSX28","SIT"
"12344","TQSITDEVOHSX25","SIT"
"12345","TQSITUATWEBL16","SIT"
"12346","TQSITPROWEBL13","SIT"
"12347","TQSITDEVSONR03","SIT"
"12348","TQSITUATWEBL18","SIT"
"12349","TQSITUATTIME02","SIT"
"12350","TQSITSTRAPCH02","SIT"
"12351","TQSITSTRORCL02","SIT"
"12352","TQSITPROWEBL12","SIT"
"12353","TQSITUATWEBL14","SIT"
"12354","CLON_TQSITUATWEBL02","SIT"
"12355","TQSITUATCOHE28","SIT"
"12356","TQSITUATCOHE23","SIT"
"12357","TQSITPROORCL03","SIT"
"12358","TQSITDEVCOHE27","SIT"
"12359","TQSITDEVMESQ03","SIT"
"12360","TQSITDEVWEBL19","SIT"
"12361","TQSITUATOHSX07","SIT"
"12362","TQSITDEVAPCH03","SIT"
"12363","TQSITUATOHSX21","SIT"
"12364","TQSITUATORCL12","SIT"
"12365","TQSITUATWEBL41","SIT"
"12366","TQSITUATWEBL31","SIT"
"12367","TQSITPROCOHE03","SIT"
"12368","TQSITDEVWEBL12","SIT"
"12369","TQSITDEVWEBL02","SIT"
"12370","TQSITUATOHSX06","SIT"
"12371","TQSITUATCOHE01","SIT"
"12372","TQSITSTRWASA01","SIT"
"12373","CLON_TQSITSTRCOHE05_CLON","SIT"
"12374","TQSITDEVWEBL20","SIT"
"12375","TQSITUATOHSX14","SIT"
"12376","TQSITUATWEBL01","SIT"
"12377","TQSITDEVWEBL41","SIT"
"12378","TQSITPROWEBL11","SIT"
"12379","TQSITDEVWEBL15","SIT"
"12380","TQSITPROOHSX201","SIT"
"12381","TQSITPROWEBL207","SIT"
"12382","TQSITUATWEBL30","SIT"
"12383","TQSITPROWASA04","SIT"
"12384","TQSITDEVCOHE28","SIT"
"12385","DEPURAR_TQSITDEVCOHE23","SIT"
"12386","TQSITDEVIBWS01","SIT"
"12387","TQSITDEVORCL02","SIT"
"12388","TQSITUATCOHE36","SIT"
"12389","TQSITUATCOHE22","SIT"
"12390","TQSITPROWEBL202","SIT"
"12391","TQSITSTRWEBL07","SIT"
"12392","TQSITDEVWEBL30","SIT"
"12393","TQSITDEVCOHE26","SIT"
"12394","TQSITUATOHSX11","SIT"
"12395","DEPURAR_TQSITDEVCOHE08","SIT"
"12396","TQSITUATCOHE17","SIT"
"12397","TQSITPROWEBL18","SIT"
"12398","TQSITDEVWEBL42","SIT"
"12399","TQSITDEVWEBL08","SIT"
"12400","TQSITUATOHSX35","SIT"
"12401","TQSITUATWAAX02","SIT"
"12402","TQSITUATCOHE34","SIT"
"12403","TQSITDEVWEBL26","SIT"
"12404","TQSITDEVCOHE17","SIT"
"12405","TQSITUATWASA02","SIT"
"12406","TQSITDEVCOHE14","SIT"
"12407","TQSITPROOHSX202","SIT"
"12408","TQSITDEVMESQ04","SIT"
"12409","TQSITPROWEBL10","SIT"
"12410","TQSITUATWEBL28","SIT"
"12411","CLON_TQSITSTRWEBL05_CLON","SIT"
"12412","TQSITSTRAPCH01","SIT"
"12413","TQSITDEVWEBX02","SIT"
"12414","TQSITSTROHSX08","SIT"
"12415","TQSITUATWEBL39","SIT"
"12416","TQSITDEVWEBX01","SIT"
"12417","TQSITPROEMDB02","SIT"
"12418","TQSITSTRORCL05","SIT"
"12419","TQSITUATWEBL19","SIT"
